"X","Author","Filename","NumLines"
0,"Nick Sieger","maven/jruby-rake-plugin/src/main/java/org/jruby/maven/GemMojo.java",16
1,"Nick Sieger","maven/jruby-rake-plugin/src/main/java/org/jruby/maven/IRBMojo.java",20
2,"Nick Sieger","maven/jruby-rake-plugin/src/main/java/org/jruby/maven/InstallGemsMojo.java",18
3,"Nick Sieger","maven/jruby-rake-plugin/src/main/java/org/jruby/maven/RakeMojo.java",64
4,"Nick Sieger","maven/jruby-rake-plugin/src/main/java/org/jruby/maven/JRubyMojo.java",24
5,"Nick Sieger","maven/jruby-rake-plugin/src/main/java/org/jruby/maven/AbstractJRubyMojo.java",234
6,"Charles Oliver Nutter","src/org/jruby/CompatVersion.java",16
7,"Thomas Enebo","src/org/jruby/RubyFileTest.java",152
8,"Nick Sieger","src/org/jruby/RubyFileTest.java",131
9,"Charles Oliver Nutter","src/org/jruby/RubyFileTest.java",28
10,"Ola Bini","src/org/jruby/RubyFileTest.java",15
11,"Vladimir Sizikov","src/org/jruby/RubyFileTest.java",16
12,"Jan Arne Petersen","src/org/jruby/RubyFileTest.java",1
13,"Marcin Mielżyński","src/org/jruby/RubyFileTest.java",1
14,"David Calavera","src/org/jruby/RubyFileTest.java",5
15,"David Corbin","src/org/jruby/RubyFileTest.java",2
16,"Marcin Mielżyński","src/org/jruby/RubyRational.java",988
17,"Charles Oliver Nutter","src/org/jruby/RubyRational.java",4
18,"Hiro Asari","src/org/jruby/RubyRational.java",2
19,"Nick Sieger","src/org/jruby/RubyInstanceConfig.java",265
20,"Thomas Enebo","src/org/jruby/RubyInstanceConfig.java",24
21,"Vladimir Sizikov","src/org/jruby/RubyInstanceConfig.java",37
22,"Charles Oliver Nutter","src/org/jruby/RubyInstanceConfig.java",822
23,"Ola Bini","src/org/jruby/RubyInstanceConfig.java",156
24,"Thomas E. Enebo","src/org/jruby/RubyInstanceConfig.java",38
25,"Ola Bini","src/org/jruby/RubyNameError.java",63
26,"Marcin Mielżyński","src/org/jruby/RubyNameError.java",117
27,"Charles Oliver Nutter","src/org/jruby/RubyNameError.java",19
28,"Thomas Enebo","src/org/jruby/RubyNameError.java",20
29,"Ola Bini","src/org/jruby/Profile.java",63
30,"Thomas Enebo","src/org/jruby/RubyFixnum.java",163
31,"David Corbin","src/org/jruby/RubyFixnum.java",1
32,"Charles Oliver Nutter","src/org/jruby/RubyFixnum.java",418
33,"Jan Arne Petersen","src/org/jruby/RubyFixnum.java",39
34,"Ola Bini","src/org/jruby/RubyFixnum.java",212
35,"Marcin Mielżyński","src/org/jruby/RubyFixnum.java",216
36,"Anders Bengtsson","src/org/jruby/RubyFixnum.java",28
37,"Vladimir Sizikov","src/org/jruby/RubyFixnum.java",21
38,"Thomas E. Enebo","src/org/jruby/RubyFixnum.java",38
39,"Stefan Matthias Aust","src/org/jruby/RubyFixnum.java",2
40,"Olov Lassus","src/org/jruby/RubyFixnum.java",1
41,"David Corbin","src/org/jruby/NativeException.java",55
42,"Charles Oliver Nutter","src/org/jruby/NativeException.java",85
43,"Ola Bini","src/org/jruby/NativeException.java",3
44,"Thomas Enebo","src/org/jruby/NativeException.java",7
45,"Charles Oliver Nutter","src/org/jruby/RubyArray.java",390
46,"Thomas Enebo","src/org/jruby/RubyArray.java",882
47,"Benoit Cerrina","src/org/jruby/RubyArray.java",5
48,"Jan Arne Petersen","src/org/jruby/RubyArray.java",384
49,"Marcin Mielżyński","src/org/jruby/RubyArray.java",1434
50,"Martin Traverso","src/org/jruby/RubyArray.java",20
51,"Ola Bini","src/org/jruby/RubyArray.java",136
52,"Thomas E. Enebo","src/org/jruby/RubyArray.java",173
53,"Anders Bengtsson","src/org/jruby/RubyArray.java",18
54,"MenTaLguY","src/org/jruby/RubyArray.java",173
