"File","SLOC","Comments","Ratio_code_comment","McCabe","NumFiles","Ownership_Lines","Minor_Lines","Major_lines","LineAuthors","Commits","LineAdded","LineDeleted","CommitAuthors","Ownership_Commits","Minor_Commits","Major_Commits","HasBug","BugCount"
"contrib/src/test/org/apache/hadoop/hive/contrib/serde2",51,26,0.51,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1
"contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64",191,70,0.375,6.5,2,1,0,1,1,1,2,8,1,1,0,1,1,1
"contrib/src/java/org/apache/hadoop/hive/contrib/serde2",152,68,0.45,15,1,1,0,1,1,0,0,0,0,0,0,0,1,1
"hwi/src/test/org/apache/hadoop/hive/hwi",169,14,0.06,7.5,2,0.79295154185022,0,2,2,0,0,0,0,0,0,0,1,2
"hwi/src/java/org/apache/hadoop/hive/hwi",588,253,0.406666666666667,10,6,0.968684759916493,3,1,4,5,68,33,4,0.4,0,4,1,2
"ant/src/org/apache/hadoop/hive/ant",256,62,0.53,11.5,2,0.646310432569975,0,4,4,2,22,7,2,0.5,0,2,0,0
"jdbc/src/test/org/apache/hadoop/hive/jdbc",223,39,0.17,8,1,0.670926517571885,0,3,3,4,256,70,2,0.5,0,2,1,3
"jdbc/src/java/org/apache/hadoop/hive/jdbc",3139,3422,1.078,6.3,10,0.932986573122052,2,1,3,7,568,135,2,0.571428571428571,0,2,1,3
"shims/src/0.20/java/org/apache/hadoop/hive/shims",74,51,0.675,0,2,1,0,1,1,2,19,2,1,1,0,1,1,2
"shims/src/0.19/java/org/apache/hadoop/hive/shims",75,50,0.66,0.5,2,1,0,1,1,1,16,1,1,1,0,1,1,3
"shims/src/0.18/java/org/apache/hadoop/hive/shims",75,50,0.66,0.5,2,1,0,1,1,1,16,1,1,1,0,1,1,2
"shims/src/0.17/java/org/apache/hadoop/hive/shims",76,49,0.645,0.5,2,1,0,1,1,1,15,0,1,1,0,1,1,2
"shims/src/common/java/org/apache/hadoop/hive/shims",92,118,1.70333333333333,1,3,0.9957805907173,1,1,2,3,19,6,2,0.666666666666667,0,2,1,2
"odbc/src/test",1074,167,0.16,21,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"odbc/src/cpp",1465,1222,1.79461538461538,5.46153846153846,13,1,0,1,1,0,0,0,0,0,0,0,0,0
"serde/src/test/org/apache/hadoop/hive/serde2",312,45,0.14,0,1,0.844398340248963,1,2,3,2,80,104,2,0.5,0,2,1,1
"serde/src/test/org/apache/hadoop/hive/serde2/lazybinary",389,116,0.486666666666667,8.33333333333333,3,1,0,1,1,0,0,0,0,0,0,0,1,1
"serde/src/test/org/apache/hadoop/hive/serde2/binarysortable",175,53,0.766666666666667,4.33333333333333,3,0.784905660377359,1,2,3,2,57,6,2,0.5,0,2,1,1
"serde/src/test/org/apache/hadoop/hive/serde2/objectinspector",614,158,0.5,2.28571428571429,7,0.676300578034682,1,2,3,2,125,58,1,1,0,1,1,1
"serde/src/test/org/apache/hadoop/hive/serde2/thrift_test",86,22,0.26,5,1,1,0,1,1,2,7,7,1,1,0,1,1,1
"serde/src/test/org/apache/hadoop/hive/serde2/lazy",593,115,0.233333333333333,1.33333333333333,3,0.676691729323308,0,2,2,3,365,285,1,1,0,1,1,1
"serde/src/test/org/apache/hadoop/hive/serde2/dynamic_type",534,87,0.16,45,1,0.992337164750958,2,1,3,1,5,5,1,1,0,1,1,1
"serde/src/gen-py/org_apache_hadoop_hive_serde",58,10,0.27,0,3,0.462264150943396,0,3,3,3,53,42,1,1,0,1,0,0
"serde/src/gen-cpp",104,24,0.965,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0
"serde/src/java/org/apache/hadoop/hive/serde2",570,260,2.223,7.2,10,0.925690021231423,3,2,5,7,76,26,3,0.571428571428571,0,3,1,1
"serde/src/java/org/apache/hadoop/hive/serde2/thrift",1043,416,2.26444444444444,12.2222222222222,9,0.846560846560847,3,2,5,5,71,63,2,0.6,0,2,1,2
"serde/src/java/org/apache/hadoop/hive/serde2/lazybinary",1231,815,1.10176470588235,7.64705882352941,17,1,0,1,1,1,5,19,1,1,0,1,1,2
"serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/objectinspector",149,72,0.5175,3,4,1,0,1,1,1,0,1,1,1,0,1,1,1
"serde/src/java/org/apache/hadoop/hive/serde2/binarysortable",529,165,0.786666666666667,21,3,0.994659546061415,1,1,2,3,5,6,2,0.666666666666667,0,2,1,1
"serde/src/java/org/apache/hadoop/hive/serde2/objectinspector",1260,646,1.82444444444444,7.88888888888889,18,0.597000937207123,1,3,4,0,0,0,0,0,0,0,1,4
"serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive",1335,1070,2.53878048780488,1.73170731707317,41,0.894389438943894,0,2,2,17,635,704,3,0.705882352941177,0,3,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/columnar",431,304,0.7475,11,4,0.972188633615478,1,1,2,1,23,30,1,1,0,1,1,2
"serde/src/java/org/apache/hadoop/hive/serde2/lazy",1519,1030,1.15222222222222,10.6111111111111,18,0.690391459074733,1,2,3,10,1003,468,3,0.6,0,3,1,1
"serde/src/java/org/apache/hadoop/hive/serde2/lazy/objectinspector",357,119,0.3475,3.75,4,0.996350364963504,1,1,2,2,3,3,2,0.5,0,2,1,1
"serde/src/java/org/apache/hadoop/hive/serde2/lazy/objectinspector/primitive",293,227,0.847272727272727,0.0909090909090909,11,1,0,1,1,0,0,0,0,0,0,0,1,1
"serde/src/java/org/apache/hadoop/hive/serde2/dynamic_type",5936,875,0.365806451612903,15.8870967741935,62,0.935212396473417,3,1,4,3,122,120,1,1,0,1,1,2
"serde/src/java/org/apache/hadoop/hive/serde2/io",164,74,0.453333333333333,1,3,1,0,1,1,0,0,0,0,0,0,0,1,1
"serde/src/java/org/apache/hadoop/hive/serde2/typeinfo",596,235,0.731428571428571,10,7,0.774973711882229,1,2,3,5,223,142,2,0.8,0,2,1,1
"serde/src/gen-java/org/apache/hadoop/hive/serde",61,5,0.08,0,1,0.485148514851485,1,4,5,4,15,3,2,0.75,0,2,0,0
"serde/src/gen-java/org/apache/hadoop/hive/serde/test",496,28,0.0433333333333333,22,3,0.573983739837398,0,2,2,1,353,125,1,1,0,1,0,0
"serde/src/gen-java/org/apache/hadoop/hive/serde2/thrift/test",935,38,0.193333333333333,49.3333333333333,3,0.638963360142985,0,3,3,2,721,114,1,1,0,1,0,0
"data/scripts",7,0,0,4,1,0.555555555555556,0,2,2,2,9,11,2,0.5,0,2,0,0
"ql/src/test/org/apache/hadoop/hive/scripts",26,17,0.65,2,1,1,0,1,1,0,0,0,0,0,0,0,1,1
"ql/src/test/org/apache/hadoop/hive/serde2",142,23,0.16,18,1,1,0,1,1,0,0,0,0,0,0,0,1,1
"ql/src/test/org/apache/hadoop/hive/ql",655,90,0.425,32.5,2,0.545454545454545,5,2,7,11,117,70,5,0.363636363636364,0,5,1,3
