"File","SLOC","Comments","Ratio_code_comment","McCabe","NumFiles","Ownership_Lines","Minor_Lines","Major_lines","LineAuthors","Commits","LineAdded","LineDeleted","CommitAuthors","Ownership_Commits","Minor_Commits","Major_Commits","HasBug","BugCount"
"contrib/src/test/org/apache/hadoop/hive/contrib/mr",91,22,0.24,4,1,0.642335766423358,0,2,2,0,0,0,0,0,0,0,0,0
"contrib/src/test/org/apache/hadoop/hive/contrib/serde2",53,30,0.57,0,1,0.683673469387755,0,2,2,0,0,0,0,0,0,0,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64",206,86,0.425,6.5,2,0.72700296735905,0,3,3,1,29,2,1,1,0,1,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example",627,281,1.19,8.71428571428571,7,0.329279700654818,2,5,7,0,0,0,0,0,0,0,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/mr",156,130,5.17,1.25,4,0.850467289719626,0,2,2,0,0,0,0,0,0,0,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/mr/example",37,43,1.18,0.5,2,0.802197802197802,0,2,2,0,0,0,0,0,0,0,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/genericudf/example",117,43,0.37,9,1,0.568181818181818,0,2,2,0,0,0,0,0,0,0,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/serde2",463,111,0.29,13,2,0.70606531881804,0,2,2,0,0,0,0,0,0,0,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/serde2/s3",150,73,0.79,4,2,0.609561752988048,0,3,3,1,18,0,1,1,0,1,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/udf",19,21,1.11,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/udf/example",85,105,1.476,2.4,5,0.814814814814815,0,2,2,0,0,0,0,0,0,0,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/metastore/hooks",19,21,1.11,2,1,0.625,0,2,2,1,18,0,1,1,0,1,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/util/typedbytes",1374,644,0.677,19.2,10,0.958315050460728,2,1,3,0,0,0,0,0,0,0,1,1
"contrib/src/java/org/apache/hadoop/hive/contrib/udtf/example",84,43,0.545,1.5,2,0.423841059602649,0,3,3,0,0,0,0,0,0,0,0,0
"hwi/src/test/org/apache/hadoop/hive/hwi",212,57,0.385,7.5,2,0.684375,2,3,5,4,28,4,3,0.5,0,3,0,0
"hwi/src/java/org/apache/hadoop/hive/hwi",642,410,0.89,11.5,6,0.65,1,4,5,2,76,2,1,1,0,1,0,0
"ant/src/org/apache/hadoop/hive/ant",316,61,0.515,17,2,0.442553191489362,4,3,7,3,55,2,3,0.333333333333333,0,3,0,0
"jdbc/src/test/org/apache/hadoop/hive/jdbc",558,64,0.11,28,1,0.275177304964539,0,6,6,5,369,63,3,0.4,0,3,1,1
"jdbc/src/java/org/apache/hadoop/hive/jdbc",3562,2955,0.977142857142857,13.8571428571429,14,0.525803187452568,3,3,6,4,602,3920,2,0.75,0,2,1,2
"shims/src/0.20/java/org/apache/hadoop/hive/shims",387,112,0.603333333333333,6,3,0.472602739726027,2,4,6,4,53,3,2,0.75,0,2,0,0
"shims/src/0.20/java/org/apache/hadoop/fs",208,55,0.62,0.5,2,1,0,1,1,0,0,0,0,0,0,0,1,1
"shims/src/test/org/apache/hadoop/hive/thrift",142,33,0.23,5,1,1,0,1,1,0,0,0,0,0,0,0,1,1
"shims/src/0.20S/java/org/apache/hadoop/hive/thrift",533,173,1.285,12.25,4,0.733757961783439,1,2,3,2,399,165,2,0.5,0,2,0,0
"shims/src/0.20S/java/org/apache/hadoop/hive/shims",357,80,0.39,7.5,2,0.963249516441006,1,1,2,2,19,1,1,1,0,1,0,0
"shims/src/common/java/org/apache/hadoop/hive/thrift",33,35,1.06,0,1,0.723684210526316,0,2,2,1,21,3,1,1,0,1,1,1
"shims/src/common/java/org/apache/hadoop/hive/shims",156,198,1.58,1.66666666666667,3,0.564593301435407,3,3,6,5,67,11,4,0.4,0,4,0,0
"odbc/src/test",1074,167,0.16,21,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"odbc/src/cpp",1468,1222,1.79230769230769,5.46153846153846,13,0.999005634736493,2,1,3,1,2,0,1,1,0,1,0,0
"serde/src/test/org/apache/hadoop/hive/serde2",314,51,0.16,0,1,0.781970649895178,1,2,3,0,0,0,0,0,0,0,1,1
"serde/src/test/org/apache/hadoop/hive/serde2/lazybinary",433,131,0.53,8.33333333333333,3,1,0,1,1,0,0,0,0,0,0,0,0,0
