"File","SLOC","Comments","Ratio_code_comment","McCabe","NumFiles","Ownership_Lines","Minor_Lines","Major_lines","LineAuthors","Commits","LineAdded","LineDeleted","CommitAuthors","Ownership_Commits","Minor_Commits","Major_Commits","HasBug","BugCount"
"contrib/src/test/org/apache/hadoop/hive/contrib/mr",91,22,0.24,4,1,0.642335766423358,0,2,2,2,56,49,1,1,0,1,0,0
"contrib/src/test/org/apache/hadoop/hive/contrib/serde2",53,30,0.57,0,1,0.683673469387755,0,2,2,2,32,29,1,1,0,1,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64",191,76,0.41,6.5,2,0.790322580645161,0,2,2,2,67,64,1,1,0,1,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example",627,281,1.19,8.71428571428571,7,0.329279700654818,2,5,7,6,707,576,2,0.5,0,2,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/mr",156,130,5.17,1.25,4,0.850467289719626,0,2,2,3,58,47,1,1,0,1,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/mr/example",37,43,1.18,0.5,2,0.802197802197802,0,2,2,2,20,9,1,1,0,1,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/genericudf/example",117,43,0.37,9,1,0.568181818181818,0,2,2,3,84,77,1,1,0,1,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/serde2",463,111,0.29,13,2,0.70606531881804,0,2,2,4,270,237,2,0.5,0,2,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/serde2/s3",150,56,0.365,4,2,0.656652360515021,0,2,2,2,81,68,1,1,0,1,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/udf/example",85,105,1.476,2.4,5,0.814814814814815,0,2,2,2,40,16,1,1,0,1,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/metastore/hooks",19,4,0.21,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"contrib/src/java/org/apache/hadoop/hive/contrib/util/typedbytes",1374,644,0.677,19.2,10,0.958315050460728,2,1,3,3,331,239,2,0.666666666666667,0,2,1,1
"contrib/src/java/org/apache/hadoop/hive/contrib/udtf/example",84,43,0.545,1.5,2,0.423841059602649,0,3,3,3,26,24,1,1,0,1,0,0
"hwi/src/test/org/apache/hadoop/hive/hwi",206,40,0.175,7.5,2,0.746621621621622,1,2,3,3,225,215,1,1,0,1,0,0
"hwi/src/java/org/apache/hadoop/hive/hwi",642,342,0.526666666666667,11.5,6,0.692238267148014,2,3,5,5,807,750,2,0.8,0,2,0,0
"ant/src/org/apache/hadoop/hive/ant",286,60,0.52,14,2,0.482598607888631,3,3,6,1,14,0,1,1,0,1,0,0
"jdbc/src/test/org/apache/hadoop/hive/jdbc",286,55,0.19,8,1,0.360902255639098,0,4,4,3,175,141,2,0.666666666666667,0,2,0,0
"jdbc/src/java/org/apache/hadoop/hive/jdbc",3098,5129,1.585,6.3,10,0.658006042296073,2,2,4,2,2942,1286,1,1,0,1,0,0
"shims/src/0.20/java/org/apache/hadoop/hive/shims",367,112,0.61,5.66666666666667,3,0.474153297682709,1,4,5,8,226,79,3,0.5,0,3,1,1
"shims/src/0.19/java/org/apache/hadoop/hive/shims",359,120,0.48,7.5,2,0.937943262411348,3,1,4,6,407,13,3,0.5,0,3,0,0
"shims/src/0.18/java/org/apache/hadoop/hive/shims",113,50,0.515,0.5,2,0.82010582010582,2,2,4,5,25,5,3,0.4,0,3,0,0
"shims/src/0.17/java/org/apache/hadoop/hive/shims",108,52,0.54,0.5,2,0.833333333333333,2,2,4,5,29,5,3,0.4,0,3,0,0
"shims/src/common/java/org/apache/hadoop/hive/shims",134,172,1.56333333333333,1,3,0.599447513812155,2,2,4,5,138,81,3,0.4,0,3,1,2
"odbc/src/test",1074,167,0.16,21,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"odbc/src/cpp",1466,1222,1.79307692307692,5.46153846153846,13,0.999668325041459,1,1,2,1,1,0,1,1,0,1,0,0
"serde/src/test/org/apache/hadoop/hive/serde2",314,51,0.16,0,1,0.781970649895178,1,2,3,2,46,51,1,1,0,1,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/lazybinary",433,131,0.53,8.33333333333333,3,1,0,1,1,2,334,276,1,1,0,1,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/binarysortable",191,61,0.896666666666667,4.33333333333333,3,0.501754385964912,0,2,2,2,103,83,1,1,0,1,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/objectinspector",658,185,0.538571428571429,2.28571428571429,7,0.465884861407249,0,3,3,2,368,328,1,1,0,1,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/thrift_test",89,31,0.35,5,1,0.668965517241379,0,2,2,2,48,36,1,1,0,1,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/lazy",643,128,0.25,1.33333333333333,3,0.886549707602339,0,2,2,2,591,534,1,1,0,1,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/dynamic_type",616,99,0.16,45,1,0.636046511627907,1,2,3,2,331,254,1,1,0,1,0,0
"serde/src/gen-py/org_apache_hadoop_hive_serde",59,10,0.27,0,3,0.453703703703704,1,3,4,0,0,0,0,0,0,0,0,0
"serde/src/gen-cpp",104,24,0.965,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0
"serde/src/java/org/apache/hadoop/hive/serde2",683,342,2.19636363636364,7.45454545454545,11,0.577123050259965,3,2,5,3,456,351,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/thrift",1179,458,2.3,12.2222222222222,9,0.541044776119403,3,2,5,3,664,489,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazybinary",1315,887,1.05666666666667,7.27777777777778,18,0.965346534653465,1,1,2,4,1033,911,2,0.75,0,2,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/objectinspector",156,76,0.5275,3,4,1,0,1,1,2,55,40,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/binarysortable",546,162,0.706666666666667,21,3,0.576470588235294,0,2,2,2,433,429,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/objectinspector",1732,914,2.34590909090909,7.86363636363636,22,0.386630836412496,2,3,5,7,1180,820,3,0.428571428571429,0,3,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive",1482,1125,2.56268292682927,1.97560975609756,41,0.631524725274725,0,3,3,2,963,968,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/columnar",522,361,1.412,10.2,5,0.886088709677419,0,2,2,3,143,121,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazy",1605,1115,1.04111111111111,10.8888888888889,18,0.795393858477971,1,2,3,3,983,841,2,0.666666666666667,0,2,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazy/objectinspector",369,124,0.3525,3.75,4,0.740484429065744,0,2,2,2,151,121,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazy/objectinspector/primitive",304,230,0.816363636363636,0.0909090909090909,11,0.810855263157895,0,2,2,3,126,119,2,0.666666666666667,0,2,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/dynamic_type",6783,1005,0.429032258064516,15.8870967741935,62,0.584253819036428,2,2,4,3,4912,3888,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/io",179,82,0.456666666666667,1,3,0.850793650793651,0,2,2,2,47,28,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/typeinfo",747,316,3.15875,9.75,8,0.802489626556017,2,2,4,3,550,427,2,0.666666666666667,0,2,1,1
"serde/src/gen-java/org/apache/hadoop/hive/serde",62,5,0.08,0,1,0.495145631067961,1,4,5,0,0,0,0,0,0,0,0,0
"serde/src/gen-java/org/apache/hadoop/hive/serde/test",496,28,0.0433333333333333,22,3,0.573983739837398,0,2,2,0,0,0,0,0,0,0,0,0
"serde/src/gen-java/org/apache/hadoop/hive/serde2/thrift/test",935,38,0.193333333333333,49.3333333333333,3,0.638963360142985,0,3,3,0,0,0,0,0,0,0,0,0
"data/scripts",16,0,0,3,2,0.55,0,3,3,0,0,0,0,0,0,0,0,0
"ql/src/test/org/apache/hadoop/hive/scripts",29,22,0.76,2,1,1,0,1,1,2,20,12,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/serde2",149,27,0.18,18,1,0.751243781094527,0,2,2,2,57,46,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/ql",764,199,0.49,41,2,0.431494661921708,5,4,9,15,511,313,5,0.466666666666667,0,5,1,3
"ql/src/test/org/apache/hadoop/hive/ql/metadata",516,72,0.15,0.666666666666667,3,0.534918276374443,5,3,8,5,173,100,3,0.4,0,3,0,0
"ql/src/test/org/apache/hadoop/hive/ql/tool",93,31,0.33,2,1,0.595588235294118,0,2,2,2,21,13,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/ql/exec",1139,199,0.246,7.4,5,0.448808757244044,5,3,8,6,832,793,3,0.5,0,3,0,0
"ql/src/test/org/apache/hadoop/hive/ql/history",110,32,0.29,9,1,0.891566265060241,0,2,2,3,17,13,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/ql/io",1240,239,0.587142857142857,13.2857142857143,7,0.764912280701754,3,2,5,4,509,297,2,0.75,0,2,0,0
"ql/src/test/org/apache/hadoop/hive/ql/udf",303,212,1.50714285714286,3.28571428571429,7,0.498349834983498,2,3,5,3,40,16,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/ql/udf/generic",85,23,0.27,12,1,0.680327868852459,0,2,2,2,42,36,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/ql/hooks",142,48,0.52,13.5,2,0.502262443438914,0,4,4,2,129,18,2,0.5,0,2,1,1
"ql/src/gen-py/queryplan",839,114,0.876666666666667,77,3,0.996923076923077,2,1,3,1,1,0,1,1,0,1,0,0
"ql/src/gen-javabean/org/apache/hadoop/hive/ql/plan/api",3762,140,0.104166666666667,49.4166666666667,12,0.997753313862053,2,1,3,1,4,1,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql",1433,383,0.43,40.75,4,0.44917715392062,5,5,10,21,1178,863,4,0.476190476190476,1,3,1,3
"ql/src/java/org/apache/hadoop/hive/ql/metadata",2144,1097,0.906153846153846,16.8461538461538,13,0.365968008825152,8,4,12,19,1965,1245,5,0.473684210526316,0,5,0,0
"ql/src/java/org/apache/hadoop/hive/ql/ppd",690,375,0.712,14.2,5,0.496215306980656,2,3,5,4,496,360,2,0.75,0,2,1,1
"ql/src/java/org/apache/hadoop/hive/ql/parse",9026,2855,0.912941176470588,36.6176470588235,34,0.478561343538679,7,4,11,8,4977,3922,3,0.625,0,3,1,11
"ql/src/java/org/apache/hadoop/hive/ql/exec",13075,4513,1.28134831460674,18.6292134831461,89,0.414551099093686,9,3,12,9,5090,3701,3,0.555555555555556,0,3,1,9
"ql/src/java/org/apache/hadoop/hive/ql/exec/persistence",842,403,0.728333333333333,16.5,6,0.515827338129496,2,2,4,7,831,598,3,0.571428571428571,0,3,0,0
"ql/src/java/org/apache/hadoop/hive/ql/exec/errors",312,252,3.58375,3.375,8,1,0,1,1,0,0,0,0,0,0,0,1,1
"ql/src/java/org/apache/hadoop/hive/ql/session",363,158,0.945,15,2,0.270627062706271,4,4,8,4,174,116,2,0.5,0,2,1,2
"ql/src/java/org/apache/hadoop/hive/ql/optimizer",4537,1598,0.713478260869565,23.5217391304348,23,0.56715559390279,7,2,9,24,3061,2002,4,0.583333333333333,0,4,1,1
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/unionproc",224,115,0.636666666666667,2.33333333333333,3,0.8575,0,2,2,2,84,53,1,1,0,1,1,1
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/lineage",579,338,1.018,10.2,5,0.996282527881041,1,1,2,1,4,2,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical",474,205,1.405,4.83333333333333,6,0.743260590500642,0,2,2,6,233,172,2,0.666666666666667,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/ppr",475,271,1.025,8.66666666666667,6,0.641025641025641,3,2,5,5,312,244,3,0.6,0,3,0,0
"ql/src/java/org/apache/hadoop/hive/ql/history",374,176,0.475,19,2,0.72,0,2,2,3,142,84,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/io",3257,1650,0.937857142857143,10.9285714285714,28,0.648585750089509,7,2,9,27,1230,896,4,0.407407407407407,0,4,1,3
"ql/src/java/org/apache/hadoop/hive/ql/lib",202,394,3.38363636363636,2,11,0.876854599406528,1,2,3,4,163,124,2,0.75,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/tools",72,58,0.81,5,1,0.571428571428571,1,2,3,2,25,23,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/udf",4509,2993,0.773737373737374,5.50505050505051,99,0.397455530686771,5,3,8,5,1910,2035,1,1,0,1,1,1
"ql/src/java/org/apache/hadoop/hive/ql/udf/xml",329,162,0.852222222222222,2.11111111111111,9,1,0,1,1,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/udf/generic",3235,1594,1.58311111111111,8.33333333333333,45,0.471470373079737,2,4,6,8,1581,1511,4,0.5,0,4,1,2
"ql/src/java/org/apache/hadoop/hive/ql/plan",4989,2839,0.966666666666667,2.20833333333333,72,0.39165486436431,6,4,10,3,2233,1717,2,0.666666666666667,0,2,1,3
"ql/src/java/org/apache/hadoop/hive/ql/processors",224,147,1.12428571428571,4.42857142857143,7,0.367816091954023,3,3,6,5,123,71,3,0.6,0,3,1,1
"ql/src/java/org/apache/hadoop/hive/ql/hooks",389,421,2.06,4.4,5,0.567338282078473,1,4,5,6,250,121,3,0.5,0,3,0,0
"ql/src/java/org/apache/hadoop/hive/ql/util/jdbm",84,483,6.8525,0,4,0.996768982229402,1,1,2,1,306,321,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/util/jdbm/recman",1899,2761,3.268,7.72,25,0.998641040574646,1,1,2,2,3062,3191,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/util/jdbm/helper",733,2136,6.61545454545455,3.86363636363636,22,1,0,1,1,2,1344,1451,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/util/jdbm/htree",395,602,5.7025,12.25,4,1,0,1,1,1,753,832,1,1,0,1,0,0
"metastore/src/model/org/apache/hadoop/hive/metastore/model",411,485,1.3175,0,8,0.918866080156403,2,2,4,3,74,7,2,0.666666666666667,0,2,0,0
"metastore/src/test/org/apache/hadoop/hive/metastore",837,95,0.466666666666667,9.33333333333333,3,0.421198156682028,2,5,7,11,782,598,4,0.454545454545455,0,4,1,2
"metastore/src/gen-py/hive_metastore",7040,1086,0.145,412.25,4,0.380788629069234,3,5,8,11,2378,251,4,0.454545454545455,0,4,0,0
"metastore/src/gen-javabean/org/apache/hadoop/hive/metastore/api",24548,836,0.0590909090909091,172.727272727273,22,0.731478640346391,2,4,6,11,8663,1928,4,0.454545454545455,0,4,0,0
"metastore/src/gen-cpp",14795,223,0.127142857142857,301.571428571429,7,0.701962110960758,1,4,5,10,4934,531,4,0.4,0,4,0,0
"metastore/src/java/org/apache/hadoop/hive/metastore",3996,1253,1.79214285714286,26.5,14,0.333044982698962,8,3,11,27,4020,2244,5,0.444444444444444,1,4,1,10
"metastore/src/java/org/apache/hadoop/hive/metastore/hooks",7,37,5.29,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"service/src/gen-rb",210,16,0.963333333333333,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0
"service/src/test/org/apache/hadoop/hive/service",239,27,0.11,10,1,0.726688102893891,1,3,4,2,90,76,1,1,0,1,1,1
