File,SLOC,Comments,Ratio_code_comment,McCabe,NumFiles,Ownership_Lines,Minor_Lines,Major_lines,LineAuthors,Commits,LineAdded,LineDeleted,CommitAuthors,Ownership_Commits,Minor_Commits,Major_Commits,Ownership_Churn,Minor_Churn,Major_Churn,HasBug,BugCount
activemq-core/src/test/java/org/apache/activemq,7115,2734,0.8321621621621623,4.216216216216216,74,0.5011920980926431,3,2,5,42.0,4499.0,4266.0,5.0,0.6190476190476191,2.0,3.0,0.9471959930382189,4.0,1.0,1.0,5.0
activemq-core/src/test/java/org/apache/activemq/camel,59,23,0.39,0.0,1,0.8529411764705882,0,2,2,3.0,18.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
activemq-core/src/test/java/org/apache/activemq/camel/converter,38,19,0.5,0.0,1,1.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activemq-core/src/test/java/org/apache/activemq/camel/component,328,145,0.5014285714285714,0.5714285714285714,7,0.9981949458483754,1,1,2,4.0,6.0,5.0,2.0,0.75,0.0,2.0,0.9716757360122785,1.0,1.0,1.0,4.0
activemq-core/src/test/java/org/apache/activemq/streams,95,25,0.26,7.0,1,0.6766917293233082,1,3,4,5.0,27.0,32.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
activemq-core/src/test/java/org/apache/activemq/memory/buffer,113,82,0.855,0.0,4,0.6763485477178424,1,3,4,4.0,17.0,17.0,2.0,0.75,0.0,2.0,0.9650954082077198,1.0,1.0,0.0,0.0
activemq-core/src/test/java/org/apache/activemq/blob,56,41,1.1099999999999999,1.5,2,0.5391304347826087,0,2,2,3.0,53.0,38.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
activemq-core/src/test/java/org/apache/activemq/test,595,467,0.8622222222222223,4.555555555555555,9,0.6191247974068071,1,2,3,7.0,348.0,341.0,2.0,0.8571428571428571,0.0,2.0,0.9983771806634835,1.0,1.0,0.0,0.0
activemq-core/src/test/java/org/apache/activemq/test/retroactive,211,122,1.4983333333333333,1.1666666666666667,6,0.6545454545454545,0,3,3,5.0,43.0,45.0,2.0,0.8,0.0,2.0,0.9732849859761672,1.0,1.0,0.0,0.0
activemq-core/src/test/java/org/apache/activemq/test/rollback,161,37,0.27,5.5,2,0.6050420168067226,1,2,3,7.0,155.0,159.0,3.0,0.7142857142857143,0.0,3.0,0.9876165093575604,2.0,1.0,0.0,0.0
activemq-core/src/test/java/org/apache/activemq/test/message,109,40,0.37,0.0,2,0.6951871657754011,1,2,3,6.0,45.0,48.0,2.0,0.8333333333333334,0.0,2.0,0.9747654386041951,1.0,1.0,0.0,0.0
activemq-core/src/test/java/org/apache/activemq/command,3026,289,0.22363636363636363,3.3636363636363638,11,0.8492129246064622,3,2,5,9.0,353.0,388.0,3.0,0.6666666666666666,0.0,3.0,0.9735186496106564,2.0,1.0,1.0,1.0
