File,SLOC,Comments,Ratio_code_comment,McCabe,NumFiles,Ownership_Lines,Minor_Lines,Major_lines,LineAuthors,Commits,LineAdded,LineDeleted,CommitAuthors,Ownership_Commits,Minor_Commits,Major_Commits,Ownership_Churn,Minor_Churn,Major_Churn,HasBug,BugCount
archetypes/quickstart/src/main/resources/archetype-resources/src/test/java,49,12,0.27,0.5,2,0.56,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
archetypes/quickstart/src/main/resources/archetype-resources/src/main/java,22,23,1.06,0.0,2,1.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
testing/wicket-threadtest/src/test/java/org/apache/wicket/util/license,7,27,3.86,0.0,1,0.8648648648648649,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing/wicket-threadtest/src/main/java/org/apache/wicket/threadtest,89,102,1.1725,0.25,4,0.8061674008810573,1,3,4,2.0,8.0,68.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
testing/wicket-threadtest/src/main/java/org/apache/wicket/threadtest/tester,332,274,1.8633333333333333,2.3333333333333335,6,0.7741935483870968,1,2,3,3.0,3.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
testing/wicket-threadtest/src/main/java/org/apache/wicket/threadtest/apps/app2,189,100,0.6439999999999999,1.4,5,0.7192982456140351,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing/wicket-threadtest/src/main/java/org/apache/wicket/threadtest/apps/app1,964,625,1.0463636363636364,2.4545454545454546,11,0.6825307950727884,2,3,5,4.0,5.0,7.0,4.0,0.25,0.0,4.0,0.7982583454281568,2.0,2.0,0.0,0.0
jdk-1.4/wicket-velocity/src/test/java/org/apache/wicket/contrib/markup/html/velocity,86,76,0.9766666666666666,0.0,3,0.8465909090909091,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-velocity/src/test/java/org/apache/wicket/contrib/velocity,44,44,1.2,0.0,2,0.9795918367346939,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-velocity/src/test/java/org/apache/wicket/util/license,8,24,3.0,0.0,1,0.8857142857142857,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-velocity/src/main/java/org/apache/wicket/velocity,250,166,0.9550000000000001,3.5,4,0.9454148471615721,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-velocity/src/main/java/org/apache/wicket/velocity/markup/html,175,138,0.79,14.0,1,0.6094674556213018,2,2,4,7.0,114.0,128.0,3.0,0.7142857142857143,0.0,3.0,0.7002881844380403,1.0,2.0,0.0,0.0
jdk-1.4/wicket-extensions/src/test/java/org/apache/wicket/util/license,7,26,3.71,0.0,1,0.8571428571428571,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-extensions/src/test/java/org/apache/wicket/extensions/markup/html/basic,42,22,0.52,0.0,1,1.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-extensions/src/test/java/org/apache/wicket/extensions/ajax/markup/html,71,57,0.8300000000000001,0.0,2,1.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-extensions/src/test/java/org/apache/wicket/extensions/validation/validator,36,27,0.75,2.0,1,0.8169014084507042,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions,15,27,1.8,0.0,1,0.41304347826086957,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/model,44,48,1.09,2.0,1,0.3113207547169811,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/tabs,206,260,2.1025,2.75,4,0.7938931297709924,4,3,7,2.0,25.0,3.0,2.0,0.5,0.0,2.0,0.9670050761421319,1.0,1.0,0.0,0.0
jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/tree,363,329,0.935,12.5,2,0.8172323759791122,4,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/tree/table,817,866,1.874545454545455,7.454545454545454,11,0.767515923566879,5,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
