File,Author,ChurnSize
,Mark Robert Miller,11340.0
contrib,Mark Robert Miller,2714.0
contrib/analyzers,Mark Robert Miller,
contrib/analyzers/common,Mark Robert Miller,
contrib/analyzers/common/src/java,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/ar,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/br,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/cjk,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/cn,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/cz,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/de,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/el,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fa,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/ngram,Mark Robert Miller,1783.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/nl,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/payloads,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/position,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/query,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/reverse,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/ru,Mark Robert Miller,1791.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/shingle,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/sinks,Mark Robert Miller,1777.0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/th,Mark Robert Miller,1777.0
contrib/analyzers/common/src/resources/org/apache/lucene/analysis/ar,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/ar,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/br,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/cjk,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/cn,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/compound,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/cz,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/de,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/el,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/fa,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/fr,Mark Robert Miller,1777.0
contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/ngram,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/nl,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/payloads,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/position,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/query,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/reverse,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/ru,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/shingle,Mark Robert Miller,3.0
contrib/analyzers/common/src/test/org/apache/lucene/analysis/sinks,Mark Robert Miller,
contrib/analyzers/common/src/test/org/apache/lucene/analysis/th,Mark Robert Miller,
contrib/analyzers/smartcn/src/java,Mark Robert Miller,1777.0
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn,Mark Robert Miller,1777.0
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart,Mark Robert Miller,1777.0
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm,Mark Robert Miller,1777.0
contrib/analyzers/smartcn/src/test/org/apache/lucene/analysis/cn,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/ar,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/br,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/cjk,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/cn,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/cn/smart,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/cn/smart/hhmm,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/compound/hyphenation,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/el,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/ngram,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/nl,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/payloads,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/shingle,Mark Robert Miller,
contrib/analyzers/src/java/org/apache/lucene/analysis/th,Mark Robert Miller,288.0
contrib/analyzers/src/resources/org/apache/lucene/analysis/cn,Mark Robert Miller,
contrib/analyzers/src/resources/org/apache/lucene/analysis/cn/smart/hhmm,Mark Robert Miller,
contrib/analyzers/src/test/org/apache/lucene/analysis/cn,Mark Robert Miller,
contrib/analyzers/src/test/org/apache/lucene/analysis/compound,Mark Robert Miller,
contrib/analyzers/src/test/org/apache/lucene/analysis/el,Mark Robert Miller,
contrib/analyzers/src/test/org/apache/lucene/analysis/ngram,Mark Robert Miller,
contrib/analyzers/src/test/org/apache/lucene/analysis/ru,Mark Robert Miller,
contrib/analyzers/src/test/org/apache/lucene/analysis/th,Mark Robert Miller,
contrib/ant,Mark Robert Miller,
contrib/ant/src/java,Mark Robert Miller,1777.0
contrib/ant/src/java/org/apache/lucene/ant,Mark Robert Miller,1984.0
contrib/ant/src/test/org/apache/lucene/ant,Mark Robert Miller,14.0
contrib/benchmark,Mark Robert Miller,2822.0
contrib/benchmark/conf,Mark Robert Miller,2727.0
contrib/benchmark/lib,Mark Robert Miller,
contrib/benchmark/src/java,Mark Robert Miller,1820.0
contrib/benchmark/src/java/org/apache/lucene/benchmark,Mark Robert Miller,1873.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask,Mark Robert Miller,4442.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds,Mark Robert Miller,2392.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/programmatic,Mark Robert Miller,4169.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/stats,Mark Robert Miller,1777.0
