File,Author,NumCommits
,Bosanac Dejan,55.0
activemq-all,Bosanac Dejan,12.0
activemq-book,Bosanac Dejan,5.0
activemq-book/src/docbkx,Bosanac Dejan,
activemq-book/src/docbkx/images,Bosanac Dejan,
activemq-book/src/styles,Bosanac Dejan,1.0
activemq-camel,Bosanac Dejan,13.0
activemq-camel-loadtest,Bosanac Dejan,
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest,Bosanac Dejan,
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker,Bosanac Dejan,
activemq-camel-loadtest/src/test/resources,Bosanac Dejan,
activemq-camel-loadtest/src/test/resources/org/apache/activemq/soaktest,Bosanac Dejan,
activemq-camel-loadtest/src/test/resources/org/apache/activemq/soaktest/localBroker,Bosanac Dejan,
activemq-camel/src/main/java/org/apache/activemq/camel,Bosanac Dejan,1.0
activemq-camel/src/main/java/org/apache/activemq/camel/component,Bosanac Dejan,3.0
activemq-camel/src/main/java/org/apache/activemq/camel/converter,Bosanac Dejan,1.0
activemq-camel/src/test/java/org/apache/activemq/camel,Bosanac Dejan,
activemq-camel/src/test/java/org/apache/activemq/camel/component,Bosanac Dejan,1.0
activemq-camel/src/test/resources/org/apache/activemq/camel,Bosanac Dejan,1.0
activemq-camel/src/test/resources/org/apache/activemq/camel/component,Bosanac Dejan,
activemq-console,Bosanac Dejan,11.0
activemq-console/src/main/java/org/apache/activemq/console,Bosanac Dejan,
activemq-console/src/main/java/org/apache/activemq/console/command,Bosanac Dejan,1.0
activemq-core,Bosanac Dejan,21.0
activemq-core/src/main/grammar,Bosanac Dejan,
activemq-core/src/main/java/org/apache/activemq,Bosanac Dejan,5.0
activemq-core/src/main/java/org/apache/activemq/advisory,Bosanac Dejan,1.0
activemq-core/src/main/java/org/apache/activemq/blob,Bosanac Dejan,
activemq-core/src/main/java/org/apache/activemq/broker,Bosanac Dejan,6.0
activemq-core/src/main/java/org/apache/activemq/broker/ft,Bosanac Dejan,
activemq-core/src/main/java/org/apache/activemq/broker/jmx,Bosanac Dejan,6.0
activemq-core/src/main/java/org/apache/activemq/broker/region,Bosanac Dejan,18.0
activemq-core/src/main/java/org/apache/activemq/broker/region/cursors,Bosanac Dejan,
